path	scope	status	note
agents/plans/historical/2026-03-08-digest-refinement-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-08-digest-refinement-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-08-experience-elevation-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-08-experience-elevation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-08-frontend-consistency.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-08-pipeline-hardening.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-08-score-explainability.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-08-telegram-alert-bot-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/PROGRESS.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/README.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/research/R1-code-quality-frontend.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/research/R2-code-quality-worker-shared.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/research/R3-ui-ux-quality.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/research/R4-performance.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/research/R5-data-integrity.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/research/R6-design-system-compliance.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/research/R7-security-dependencies.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/research/R8-testing-documentation.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/synthesis/implementation-ticket-template.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/synthesis/triage-guide.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-a/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-a/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-a/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-a/TICKET-004.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-a/TICKET-005.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-a/TICKET-006.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-a/TICKET-007.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-b/TICKET-008.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-b/TICKET-009.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-b/TICKET-010.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-b/TICKET-011.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-b/TICKET-012.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-codebase-quality-audit/tickets/phase-b/TICKET-013.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-cron-reliability-remediation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-cron-trigger-isolation-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/2026-03-09-dex-discovery-separation-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/PROGRESS.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/execution-handover.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/tickets/phase1-discovery-module/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/tickets/phase1-discovery-module/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/tickets/phase1-discovery-module/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/tickets/phase1-discovery-module/TICKET-004.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/tickets/phase1-scoring-refactor/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/tickets/phase1-scoring-refactor/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/tickets/phase2-integration/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/tickets/phase2-integration/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-dex-discovery-separation/tickets/phase2-integration/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-flow-data-quality-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-flow-data-quality-impl.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-flow-reliability-fixes.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-liquidity-depeg-reliability-fixes.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-maintainability-audit-implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-09-telegram-page.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-coingecko-co-primary-execution-report.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-compare-enhancements-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-compare-enhancements-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-depeg-reliability-implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-dex-price-obs-dedup-fix.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-flows-accuracy-reliability-implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-liquidity-accuracy-reliability-execution-report.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-liquidity-score-v4-enhancement.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-liquidity-score-v4-implementation.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-rate-derived-yield-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-telegram-bot-tightening-implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-telegram-dispatch-capacity.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-10-yield-data-quality-reliability-implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-11-pharos-onboarding-implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-11-price-sanity-hardening-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-11-price-sanity-hardening-execution-handover.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-11-price-sanity-hardening-implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-11-price-sanity-hardening-progress.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-12-codebase-simplification-implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-12-coingecko-pipeline-switch.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-12-dex-shadow-removal-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-12-live-reserve-sync-remediation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-12-maintainability-audit-remediation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-12-real-time-reserve-composition-updater.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-12-redemption-backstop-score-implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-13-live-reserves-consolidation.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-13-maintainability-audit-remediation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/2026-03-13-structural-simplification-remediation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/codebase-simplification/PROGRESS.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/codebase-simplification/execution-handover.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/codebase-simplification/implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/codebase-simplification/tickets/phase1-quick-wins/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/codebase-simplification/tickets/phase1-quick-wins/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/codebase-simplification/tickets/phase2-worker-structure/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/codebase-simplification/tickets/phase2-worker-structure/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/codebase-simplification/tickets/phase3-methodology-versions/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/codebase-simplification/tickets/phase3-methodology-versions/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/flow-data-quality/2026-03-09-flow-data-quality-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/flow-data-quality/PROGRESS.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/flow-data-quality/execution-handover.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/flow-data-quality/implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/flow-data-quality/tickets/phase1-q1-atomic-roundtrip/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/flow-data-quality/tickets/phase1-q1-atomic-roundtrip/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/flow-data-quality/tickets/phase1-q2-bridge-expansion/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/flow-data-quality/tickets/phase1-q3-auto-backfill/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/flow-data-quality/tickets/phase1-q4-activity-gate/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/flow-data-quality/tickets/phase2-methodology/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/2026-03-06-full-codebase-audit-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/PROGRESS.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/execution-handover.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/tickets/phase1-audit/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/tickets/phase1-audit/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/tickets/phase1-audit/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/tickets/phase1-audit/TICKET-004.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/tickets/phase1-audit/TICKET-005.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/tickets/phase1-audit/TICKET-006.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/tickets/phase1-audit/TICKET-007.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/tickets/phase1-audit/TICKET-008.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/tickets/phase1-audit/TICKET-009.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/tickets/phase1-audit/TICKET-010.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/full-codebase-audit/tickets/phase2-consolidation/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/live-reserves-audit.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/PROGRESS.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/execution-handover.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase1-foundation/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase1-foundation/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase1-foundation/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase2-shared-logic/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase2-shared-logic/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase3-dispatch/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase3-dispatch/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase3-dispatch/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase3-webhook/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase3-webhook/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase3-webhook/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/telegram-alert-bot/tickets/phase4-docs/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/2026-03-05-ticker-issuer-migration-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/MIGRATION-PROGRESS.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/execution-handover.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase1-foundation/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
